00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E97997C,3E95AF91,3E97847C,3E9829FE,3E99999A,3E99999A,3E99999A,3E98B0EC,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,3E99999A,00000000,00000000,00000000,00000000,00000000
