00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF175FB,3FE7A2B1,3FE08ACB,3FDB0A91,3FD9E729,3FE49D2E,3FF6AFBC,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF9C093,3FDB34D2,3FC3DB27,3FB9AB0E,3FB0E762,3FA6F0B4,3FA5E209,3FA3958A,3FA02817,3F9EF7C1,3F9F8E7F,3FA548BF,3FAF759D,3FB4FA9D,3FBE1960,3FD54A33,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FDC6056,3FBDC081,3FAD6EF7,3F9DE5E1,3F9669A9,3F9360B9,3F9212BD,3F9131EE,3F92EEB0,3F91E853,3F9133A4,3F8F3E72,3F8E6BFF,3F8F7112,3F959BBB,3F9315E4,3F955325,3FA03760,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FFDA514,3FCC4E23,3FAF6F5D,3FA2DD9A,3F968D38,3F937B80,3F902795,3F8CBAAF,3F8B64E8,3F8A2065,3F8E4F30,3F8E969D,3F8F87A5,3F8F29E7,3F8C615C,3F89D565,3F8D1C00,3F8F1D25,3F8AAADB,3F8BFEEC,3F902F2E,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FD3EC30,3FAF351B,3F9C494D,3F927ECB,3F8D117E,3F8BDFA4,3F8A237F,3F8F5805,3F8EF048,3F8D13EB,3F88DD2B,3F8D089A,3F8C8B8F,3F8C604B,3F8D06B8,3F8BAF81,3F89A6A6,3F8C56F5,3F8D32EE,3F887E55,3F8A11AE,3F8A90D8,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF20462,3FBC8C77,3F9CC65A,3F90FD7D,3F8B7BCE,3F8808B2,3F854338,3F82DE8E,3F862732,3F8D36B5,3F8E5C14,3F8F6F1F,3F8A09AF,3F8B2F97,3F89840E,3F8A0486,3F89F3C5,3F8B2ADE,3F89BF8C,3F8CE405,3F8D1B31,3F8BF5E7,3F86F1DF,3F874A9A,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FDE2C54,3FAE7E2D,3F9BE6AE,3F8BB2F0,3F865492,3F85FE51,3F85CE42,3F81BB94,3F81BF73,3F844ECD,3F897E2B,3F8BECE4,3F8E8FBB,3F8D044C,3F8B42BE,3F888A72,3F8887AB,3F86C5CD,3F87499B,3F88DD2B,3F8CB2A4,3F8D48CD,3F8B401E,3F8640CC,3F877FB5,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FD088B6,3FA757F3,3F93256C,3F8AEA7C,3F83BD36,3F8244D9,3F84149B,3F84DBEA,3F802DCD,3F8160EB,3F839BA6,3F8695EC,3F8A7B06,3F8D7E1D,3F8D74A2,3F8CD833,3F8A1D8E,3F8826C9,3F876522,3F86FEB2,3F89861A,3F8B8D33,3F8B91F1,3F86E5CC,3F84DC64,3F86C93F,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FC6A6F2,3F9DFD2E,3F8F3310,3F8A99F2,3F84ADDB,3F820765,3F8057AB,3F81FE3E,3F815D10,3F7FBB68,3F805700,3F805ECE,3F82FD30,3F867E26,3F88AD90,3F8B0B6F,3F8B7DE9,3F89C88A,3F86BBF8,3F85335B,3F879598,3F888CB7,3F8AEDE2,3F88BBBA,3F84259D,3F839F66,3F83C570,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FC44125,3F9C391C,3F8BFB79,3F845A2D,3F8143B6,3F803CEF,3F7D0538,3F7D3BDD,3F7FE897,3F7E8EE5,3F7D7FA6,3F7DE7C6,3F7D269A,3F813698,3F81B864,3F83D440,3F86F74C,3F890178,3F885CD2,3F89185A,3F87BEB4,3F87ECEA,3F87F5AB,3F89D7F8,3F89788A,3F8472DC,3F85A612,3F82D549,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FD1D506,3F99631E,3F8A59D4,3F84B357,3F8109E8,3F7FD11B,3F7AD874,3F7C379C,3F7BC5B5,3F7D6216,3F7E19FF,3F7E35FA,3F7D36A8,3F7B4761,3F796BD3,3F7D5FE9,3F812702,3F839C1E,3F86F68E,3F87EA29,3F8A63F0,3F87C531,3F87B9F7,3F863037,3F8885A7,3F88615B,3F86535A,3F845792,3F83BDAF,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,3FEC7907,3FA68694,3F897B9C,3F81A6A1,3F81B4F9,3F7DE3D9,3F7FE2D4,3F7F38A4,3F7B7E22,3F7B0AC0,3F8021CB,3F7F36E0,3F7EB584,3F7A843B,3F7821B9,3F751207,3F7C9980,3F7F0E57,3F810F8B,3F826632,3F85EB9C,3F86DBF2,3F868A27,3F863555,3F84682D,3F8614EF,3F86E2D7,3F862D4A,3F85AC99,3F869CC9,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FAC8AE5,3F8AACAE,3F7DA6D2,3F7896A0,3F7B74B7,3F7CA224,3F8048BC,3F80E56E,3F7C281D,3F7C4BDA,3F8429DF,3F7F9B8D,3F7F6D26,3F7B0DBC,3F74ED76,3F724C9F,3F78214E,3F7D246F,3F7CCBA3,3F80FA95,3F8587A1,3F857BCF,3F858387,3F84FA87,3F8514E1,3F856DD2,3F847E43,3F846ACA,3F878231,3F85FF49,00000000,00000000,00000000,00000000
