00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF4281F,3FE7500D,3FE5CCC2,3FE41073,3FE847EC,3FEA30E0,3FFE980D,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FFBA216,3FE73CEE,3FD1F33E,3FC0607B,3FB81130,3FAFC892,3FAA9A3F,3FA9B029,3FA9F4E4,3FAB20EF,3FAA4E92,3FB1B2D8,3FBEA3F5,3FC666FD,3FD18D62,3FE33E79,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FDC4D8F,3FC233F1,3FB6C505,3FADB0B4,3FA25735,3F9B12D3,3F9615D9,3F979223,3F94DB52,3F92A84A,3F929DAC,3F929487,3F914CC4,3F928DF2,3F99DE1E,3F9C5C37,3F9DC4F4,3FA5D4DF,3FB559A6,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FD90F3D,3FBDFEB5,3FACCA49,3FA170FD,3F9AE3CE,3F937B45,3F8FD4B9,3F8B4674,3F887039,3F8B9FD5,3F8956DB,3F871E89,3F858C20,3F877E37,3F8812FC,3F89E507,3F8BF754,3F8AA316,3F8C1C0D,3F90E530,3F9435B2,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FDC8424,3FBEF7A0,3FAC138F,3F9E28C7,3F97025B,3F930350,3F8DADD8,3F8B6335,3F880BBD,3F8380EF,3F8452AA,3F8717B3,3F85D3ED,3F82CE50,3F7EDAE0,3F813806,3F8323DF,3F85470B,3F853AA6,3F8314F3,3F85C80B,3F8679FB,3F86CE89,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FFE0486,3FC9EB33,3FAA155F,3F9C4D3E,3F95A5D2,3F91CBB5,3F8C2A18,3F8A282A,3F867335,3F853231,3F83C8EC,3F7E234C,3F7FA9BE,3F820EE1,3F8016A7,3F8073EC,3F7BBA5A,3F7C4999,3F7D1EAC,3F80A5FF,3F7E1475,3F7BCFEF,3F7C9956,3F7C97B5,3F7EA89B,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FEE961E,3FBEAC01,3FA5B8CD,3F959C4A,3F8D0AE6,3F8BFFAB,3F8D0115,3F87FCF0,3F848900,3F803E15,3F8065E3,3F7F6062,3F76942C,3F74CEFE,3F774205,3F7451C1,3F7541FB,3F70B4B5,3F720B61,3F75082E,3F75C970,3F732AF1,3F725AC5,3F71C02C,3F6DC131,3F71ACC7,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FE7C887,3FB960EE,3FA1EE0A,3F9889B3,3F9077CA,3F87C1DA,3F8697DE,3F87282C,3F857C58,3F80C941,3F7E5F46,3F7FE319,3F76908C,3F71A84E,3F6EDFDB,3F6CE8F7,3F6D88F3,3F6E4B98,3F6A7AB9,3F6BA7BB,3F718B7D,3F6D0D4C,3F6DB0D6,3F6C290D,3F684A38,3F668B81,3F699BDC,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FE69FDF,3FB7D267,3FA0D01D,3F975D05,3F926EE4,3F8CF081,3F848866,3F827979,3F8052D0,3F7DD92B,3F7B9276,3F7A1CA3,3F7B56B9,3F77DF90,3F6F2ABE,3F698165,3F6A2E12,3F685B38,3F67C553,3F643455,3F65B2B3,3F6A23CE,3F66F2D6,3F68AD21,3F655ED6,3F61B58E,3F614B83,3F65189E,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FED0883,3FB5E96A,3F9E89AC,3F955896,3F928F68,3F8DC204,3F899DF5,3F8428B0,3F81579B,3F79AE9B,3F75FFFE,3F738325,3F72844B,3F7236CB,3F6EE248,3F688425,3F65C4AB,3F66835D,3F648202,3F6162DA,3F5CAF38,3F5E6D71,3F5FACBC,3F63A898,3F5FD835,3F5AD203,3F59BDD5,3F5D2DF0,3F5FA80D,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF944A8,3FBC56BD,3F9EA7A5,3F93AF2D,3F8ED88C,3F8D3A5F,3F89602B,3F866784,3F83AB17,3F8009D0,3F76EBC1,3F734825,3F6E904E,3F6EEC7C,3F692F5C,3F682DC2,3F6679DE,3F643538,3F63773A,3F63B24D,3F5C7048,3F567DCE,3F57CD7B,3F56F580,3F5A1CD4,3F5813BC,3F52B3A7,3F551279,3F5B2D0B,3F61A2EA,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FC17E45,3FA1F19D,3F9713D6,3F8ED93E,3F8A7557,3F88EE7C,3F86FBC3,3F8216F2,3F80F361,3F7CB0B3,3F795400,3F71FD6C,3F6CDA29,3F6B09CC,3F673D62,3F650817,3F62B618,3F638FE7,3F6363DB,3F6251A5,3F5CDFC3,3F5413DA,3F54F26B,3F51E67D,3F520FC6,3F543DFF,3F52567A,3F5559AC,3F5A82A6,3F5E6C99,00000000,00000000,00000000,00000000
