00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF93664,3FECB01D,3FE6E0EC,3FD9E6FA,3FDCA73A,3FD89662,3FCBFDF3,3FC8BE97,3FC8BDDA,3FCCEB16,3FD71D0D,3FEB2330,40000000,40000000,40000000,40000000,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF29DE1,3FDF4A28,3FCBB0A4,3FC1AC15,3FB7A8A2,3FB59291,3FAE42DF,3FAD2AB3,3FA4742A,3F9C4A22,3F9B7334,3F9D0A32,3F9CA706,3FA21B9C,3FAE82A9,3FC1AED1,3FD4402A,3FDD98EE,3FE76863,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FE6AD70,3FD0CE31,3FC0606F,3FB3B9F0,3FA2A61F,3F9750BA,3F8ADECC,3F8C77FD,3F8B3BE8,3F89CEDD,3F8613B9,3F816B1D,3F825188,3F82E464,3F80494B,3F817C3A,3F809E77,3F860A38,3F922E39,3FA2E3FA,3FAFDE4F,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,40000000,3FE77321,3FCEED6F,3FBB6561,3FACE786,3F9EDE79,3F8F862C,3F837C04,3F7B62E8,3F76BE58,3F822059,3F83F816,3F88282D,3F7F42E4,3F794F53,3F7EB65B,3F7D980C,3F769B62,3F744032,3F6C4585,3F6C4916,3F75BFF4,3F816BB9,3F86C463,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,3FF618C2,3FD429FC,3FBEDEA4,3FAF0A0E,3F9ECC11,3F8D76CC,3F85D7D3,3F830D61,3F7E29D5,3F7A4C03,3F79DCCA,3F7F7441,3F7F8DDB,3F896165,3F806756,3F7B2953,3F809FFA,3F8184CB,3F76245C,3F7329C6,3F6F36A0,3F6FF209,3F702E7B,3F7AF2B7,3F7B6E70,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,3FE53924,3FC403C0,3FB0575E,3FA27025,3F93F381,3F887109,3F82C7FA,3F80EC33,3F818D5D,3F818877,3F801908,3F7CC7EA,3F7C6628,3F7D5540,3F84589E,3F831305,3F806AA6,3F80C3ED,3F7FA649,3F7D96E0,3F789B90,3F7EE35B,3F77382F,3F77FF3F,3F7ACD67,3F7BA00F,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,40000000,3FD90E6F,3FB9C38F,3FA551D7,3F965967,3F8AF173,3F840570,3F8294E3,3F818DFA,3F7FB662,3F8749BF,3F859069,3F8033B1,3F7FB104,3F8061A0,3F7E2F22,3F84AEC8,3F8308FF,3F8045FD,3F7FD0A2,3F7F6DB5,3F80D0EF,3F7F90D5,3F801141,3F795075,3F7AF74F,3F7E3C1A,3F7F9501,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,3FD8BDC6,3FB43A26,3F9FFFCB,3F90596C,3F82D0B6,3F816108,3F829622,3F86D3A2,3F800B45,3F88861A,3F894D18,3F819E84,3F7BC226,3F7CDE11,3F7AFC7B,3F7CFE28,3F836BA0,3F7E12DD,3F7AC43A,3F7A3007,3F7E2D5E,3F804EB2,3F809436,3F7DC411,3F7E251E,3F7F62FF,3F81339A,3F823AA0,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,3FDF24E5,3FB44601,3FA6E578,3F8E77C4,3F80160A,3F79FF8A,3F7D6F9A,3F881E5F,3F8AA69A,3F82FD19,3F885F62,3F82CFC7,3F7A4C03,3F7A4771,3F7CA0E4,3F75E077,3F7A55BA,3F7EE5BA,3F7B06D3,3F7A1C9F,3F79B6A9,3F7CB386,3F7D67FD,3F7D6B80,3F7ED196,3F811DB1,3F7E5B5C,3F7F0F3B,3F80ED69,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,40000000,3FEF69D0,3FB52F8E,3FA13E61,3F965E59,3F7FD69A,3F77EF8B,3F755C6A,3F7A8C12,3F8243E9,3F88E015,3F85124C,3F819C10,3F7D5E9E,3F7E3FA3,3F78D098,3F79D95F,3F77DACE,3F780838,3F7A8E5C,3F7B063F,3F78E60F,3F768FBD,3F770965,3F76826F,3F7A16EB,3F7EC8B4,3F7F4CFF,3F787A53,3F776A64,3F7AB8C2,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,3FF4A249,3FC886C9,3FA62443,3F96A286,3F7F9501,3F716B40,3F721214,3F6FFE1D,3F797D46,3F78F0CC,3F80DF2B,3F82ED75,3F79865B,3F754E24,3F775382,3F72E2AC,3F7522D1,3F72CFD8,3F725E98,3F752476,3F73FD58,3F74C99C,3F6E2556,3F6ED211,3F6DF9EB,3F7561E8,3F7A4E4C,3F75CD2D,3F71EE4A,3F7054E9,3F723894,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,3FFE14A1,3FC68A70,3FA9BFA8,3F999209,3F8280FF,3F693316,3F682193,3F69AF57,3F6DF124,3F74FF37,3F755806,3F7A3099,3F79B73B,3F71DCAE,3F708677,3F6EB0CB,3F706107,3F70B81B,3F6D62F5,3F6FB078,3F72C1DE,3F71F86F,3F705BC2,3F6BE3ED,3F68A78C,3F6A5C29,3F7082C6,3F751149,3F72E6FA,3F6FE702,3F6C35BE,3F684674,00000000,00000000,00000000,00000000
00000000,00000000,00000000,00000000,00000000,40000000,40000000,40000000,40000000,3FCB62CF,3FA5F1F8,3F9326FC,3F815A51,3F6618D2,3F5EC77F,3F62257E,3F647BFC,3F6B138F,3F6C7E99,3F72B023,3F743551,3F71C759,3F6AC88F,3F6AC68C,3F68BFBF,3F6E1971,3F6C4EB0,3F6C8435,3F6E2FAF,3F70A0DC,3F747ED5,3F6D6063,3F6AFFE9,3F6AC307,3F6ACD15,3F6D49C9,3F75D222,3F7252D0,3F6F68C5,3F6AD09A,3F637DE4,00000000,00000000,00000000,00000000
